layer,air,stone,water,bedrock,andesite,diorite,dirt,granite,cave_air,gravel,coal_ore,grass_block,iron_ore,lava,sand,oak_leaves,sandstone,snow,redstone_ore,spruce_leaves,dark_oak_leaves,kelp_plant,birch_leaves,gold_ore,tall_seagrass,dark_oak_log,grass,seagrass,oak_planks,oak_log,infested_stone,kelp,lapis_ore,ice,diamond_ore,spruce_log,oak_fence,packed_ice,bubble_column,obsidian,birch_log,snow_block,rail,stone_bricks,cobblestone,red_mushroom_block,cobweb,clay,vine,tall_grass,mossy_stone_bricks,large_fern,emerald_ore,poppy,cracked_stone_bricks,mossy_cobblestone,magma_block,fern,dandelion,grass_path,acacia_leaves,brown_mushroom_block,spruce_planks,mushroom_stem,oak_stairs,lily_pad,dark_oak_planks,infested_stone_bricks,smooth_sandstone,azure_bluet,spruce_stairs,oxeye_daisy,rose_bush,cornflower,dead_bush,bone_block,dark_oak_stairs,lilac,stripped_spruce_log,white_tulip,pink_tulip,peony,allium,red_tulip,orange_tulip,sugar_cane,jungle_planks,stripped_spruce_wood,blue_ice,lily_of_the_valley,iron_bars,spruce_slab,cactus,acacia_log,spruce_fence,bookshelf,wall_torch,sweet_berry_bush,chest,spawner,chiseled_stone_bricks,farmland,cut_sandstone,sunflower,smooth_stone_slab,smooth_sandstone_slab,potatoes,oak_door,cobblestone_stairs,jungle_fence,glass_pane,sandstone_slab,jungle_stairs,pumpkin,iron_door,dark_oak_fence,birch_planks,jungle_slab,ladder,blue_orchid,dark_oak_slab,polished_granite,smooth_sandstone_stairs,white_terracotta,hay_block,stone_brick_stairs,oak_trapdoor,stone_button,lantern,spruce_door,brown_mushroom,wheat,red_mushroom,stripped_oak_log,jungle_button,dark_oak_trapdoor,spruce_trapdoor,oak_slab,terracotta,cobblestone_wall,torch,white_bed,white_carpet,stone_brick_slab,jungle_door,blue_bed,birch_stairs,birch_fence,carrots,furnace,birch_slab,diorite_wall,bricks,cauldron,sandstone_wall,bee_nest,end_portal_frame,composter,potted_cactus,yellow_bed,red_bed,light_gray_carpet,beetroots,sea_lantern,prismarine,green_bed,yellow_carpet,oak_pressure_plate,stripped_oak_wood,diorite_stairs,red_carpet,cyan_bed,infested_chiseled_stone_bricks,bell,dark_oak_door,jungle_trapdoor,lime_bed,crafting_table,infested_mossy_stone_bricks,lime_terracotta,polished_andesite,grindstone,oak_wall_sign,brewing_stand,redstone_torch,sandstone_stairs,lectern,stonecutter,cartography_table,loom,blast_furnace,melon_stem,fletching_table,potted_dead_bush,smooth_stone,potted_dandelion,white_wool,oak_fence_gate,spruce_fence_gate,white_glazed_terracotta,smithing_table,yellow_wool,blue_carpet,sea_pickle,smoker
26,107,3055566,44568,0,188755,177965,65842,176789,222578,52311,49637,0,29839,1594,0,0,0,0,0,0,0,168,0,5947,180,0,0,356,2912,0,1044,32,959,0,0,0,1942,0,883,52,0,0,671,256,399,0,659,0,0,2,161,1,241,2,109,345,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,7,0,3,6,0,0,0,0,2,0,0,2,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,72,3054921,44284,0,188132,178591,65421,177227,224727,51964,49205,0,29874,1374,50,0,0,0,0,0,0,191,0,6077,179,0,0,313,3149,0,1079,40,590,0,0,0,1993,0,865,101,0,0,543,184,402,0,601,0,0,4,113,1,286,0,87,180,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,48,6,0,10,11,7,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,74,3053167,43852,0,188101,182060,65430,176772,222026,54085,48739,0,29736,1661,364,0,0,0,0,0,0,212,0,5805,186,0,0,369,2769,0,1114,24,393,0,0,0,2030,0,839,0,0,0,766,503,357,0,558,11,0,3,288,4,259,15,190,36,0,0,1,0,0,0,0,0,0,0,2,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,1,0,0,0,48,3,0,5,10,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,99,3043968,47026,0,187097,182534,65101,174849,219466,67064,48232,0,30022,1667,328,0,0,0,0,0,0,482,0,4558,567,0,0,491,3150,0,1076,33,170,0,0,0,1734,0,811,25,0,0,554,168,350,0,599,5,0,0,83,5,270,6,61,92,0,0,2,0,0,0,0,0,0,0,40,16,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,47,21,0,3,5,0,0,0,0,8,0,0,1,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,88,3007279,61736,0,184707,180584,63567,173769,215723,94125,49081,6,30176,1362,1186,0,0,0,0,0,0,1684,0,2414,2508,2,0,987,2773,0,1093,40,17,0,0,0,1512,0,799,0,0,0,572,1765,390,0,600,5,0,2,984,1,272,2,607,201,0,0,1,0,0,0,2,0,0,0,35,161,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,18,11,0,7,9,0,0,0,0,8,0,0,1,6,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,77,2947084,98330,0,182278,175069,61933,171196,214667,126305,48664,5,29206,1612,2818,0,0,0,0,0,0,4201,0,432,7298,2,0,1958,2408,0,1086,167,0,0,0,0,1518,0,760,42,0,0,572,818,337,0,538,12,0,2,389,0,289,0,269,228,2,0,1,0,0,0,27,0,0,0,49,89,0,0,24,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,25,0,0,0,47,0,0,0,0,0,8,0,7,10,0,0,0,0,9,0,0,23,6,1,0,0,2,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,137,2926995,163931,0,181470,175356,61354,171171,211180,74757,48574,0,28973,1073,1708,0,0,0,0,0,0,8614,0,0,14818,3,0,3272,2163,0,1203,454,0,0,0,1,1420,0,745,36,0,0,489,934,276,0,430,11,0,1,546,2,0,2,346,8,13,0,0,0,0,0,28,0,0,0,52,79,0,0,28,0,0,0,0,0,38,0,0,0,0,2,0,0,0,0,50,0,0,0,44,0,0,0,0,0,20,0,20,7,0,0,0,0,9,0,0,23,6,1,0,0,6,0,16,0,0,1,1,0,1,0,0,0,0,0,0,27,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,74,2905057,194016,0,180228,174413,61108,168461,206880,79137,47880,0,28805,1288,1566,0,0,0,0,0,0,9772,0,0,12758,3,0,1444,2503,0,1205,920,0,0,0,1,1312,0,737,0,0,0,535,826,299,0,384,1,0,2,451,2,0,4,286,165,0,0,3,0,0,0,43,0,0,0,48,48,0,0,39,2,0,0,0,0,40,0,0,0,0,0,0,1,0,0,34,0,0,0,77,0,0,0,0,0,9,0,5,3,4,0,0,0,34,0,0,1,6,13,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,81,2876586,230034,0,178161,173690,60584,165605,200850,87840,47103,0,28087,1095,1340,0,0,0,0,0,0,10958,0,0,7004,0,0,1589,2257,0,1229,1156,0,0,0,2,1592,0,701,0,0,0,608,1666,341,0,467,7,0,2,993,0,0,1,703,141,2,0,0,0,0,0,70,0,0,0,52,157,0,0,46,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,17,0,0,0,12,1,0,0,2,0,4,0,5,12,5,0,0,1,4,0,0,1,6,2,0,0,7,0,3,9,0,9,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,82,2849549,266972,0,176993,171981,59806,161980,198093,88548,45816,0,27822,1000,1639,0,0,18,0,0,0,12508,0,0,8355,0,0,1945,2302,0,1306,1348,0,0,0,2,1770,0,680,0,0,0,567,241,302,0,566,12,0,1,163,2,0,2,101,81,4,0,1,0,0,0,58,0,34,0,67,13,0,0,31,0,0,9,0,12,27,0,0,2,7,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,3,0,5,9,10,0,0,1,16,0,0,0,6,15,0,0,8,0,0,2,0,22,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,95,2820174,304499,0,175104,170591,59527,162608,189504,88801,45864,0,27400,1171,1432,0,0,59,0,0,0,13904,0,0,9411,0,0,2114,2584,2,1236,1653,0,0,0,1,1440,0,652,0,0,0,402,637,247,0,532,8,0,6,469,3,0,0,262,166,2,0,0,0,0,0,79,0,38,0,43,66,0,0,28,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,8,0,8,0,12,6,6,0,0,0,1,0,0,1,6,11,0,0,5,0,0,0,2,8,1,0,1,10,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,73,2796380,345057,0,172309,169146,58561,161529,181150,86757,46166,0,27436,1286,1196,0,0,57,0,0,0,14621,0,0,9410,4,0,2211,2465,2,1247,1990,0,0,0,3,1159,0,642,76,0,0,316,163,292,0,479,19,0,6,140,1,0,3,104,93,1,0,0,0,0,0,84,0,46,0,29,6,0,2,27,0,0,1,0,16,5,0,0,0,0,0,3,1,0,0,20,0,0,0,12,1,0,0,2,48,7,0,6,6,6,0,0,0,5,0,0,1,3,0,0,0,6,0,5,3,5,11,3,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,53,2772702,385408,0,169308,165766,57921,161916,172745,83990,45682,0,27845,829,1157,0,0,10,0,0,0,14951,0,0,8486,0,0,2455,1789,4,1192,2138,0,0,0,3,1175,0,600,21,0,0,456,1455,304,0,315,19,0,5,826,0,0,1,549,195,0,0,1,0,0,0,121,0,77,0,23,150,0,0,69,0,0,0,0,12,9,0,0,0,0,0,0,0,1,0,29,0,0,1,10,0,0,0,9,48,5,0,6,3,8,0,0,0,5,0,0,1,3,9,0,0,7,0,5,0,4,0,3,0,8,0,0,0,0,8,13,6,0,0,1,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,34,2747118,425454,0,168073,164125,56440,160505,168501,82170,45016,0,27856,1051,1273,0,0,35,0,0,0,15151,0,0,7222,0,0,2504,1964,6,1190,2421,0,0,0,4,1288,0,582,32,0,0,474,621,312,0,275,18,0,9,348,0,0,4,193,104,0,0,0,0,0,0,126,0,29,0,32,37,0,0,58,1,0,0,0,17,34,0,0,0,0,1,0,0,5,0,0,0,0,0,40,1,0,0,11,47,10,0,12,6,2,0,0,0,15,0,0,11,0,2,0,0,1,0,13,2,14,0,5,0,11,5,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,35,2740048,462372,0,168837,163177,56498,159045,162211,61755,44943,0,26771,1433,791,0,0,0,0,0,0,15164,0,0,6393,0,0,2768,1820,3,1243,2684,0,0,0,4,1198,0,558,93,0,0,352,659,329,0,387,7,0,5,394,0,0,0,237,126,0,0,2,0,0,0,110,0,50,0,78,56,0,0,62,0,0,0,0,0,44,0,0,0,0,1,0,0,1,0,8,0,0,0,26,1,0,0,4,18,7,0,6,7,11,0,0,0,7,0,0,10,0,8,0,0,3,0,13,14,4,0,5,0,0,1,0,0,0,3,16,18,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,29,2730754,483837,0,170782,160979,56029,159028,155442,62475,44986,0,26485,1387,672,0,0,52,0,0,0,13463,0,0,4524,0,0,1435,2079,3,1245,2830,0,0,0,3,1138,0,513,0,0,0,348,530,387,0,332,11,0,1,255,1,0,0,171,152,0,0,0,0,0,0,79,0,27,0,87,36,0,0,58,0,0,1,0,39,51,0,0,0,0,0,0,0,0,0,32,0,0,0,53,1,0,0,18,0,13,0,5,6,13,0,0,0,20,0,0,0,0,2,0,0,4,0,0,3,5,0,5,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,29,2726868,503036,0,170254,159060,55738,157504,147152,63718,44797,0,26714,1190,483,0,0,23,0,0,0,11990,0,0,2649,0,0,1372,1309,0,1209,2730,0,0,0,3,1060,0,442,0,0,0,335,1145,336,0,216,8,0,0,577,3,0,0,382,147,0,0,1,0,0,0,39,0,16,0,54,95,0,0,27,0,0,1,0,41,46,0,0,0,0,0,0,0,0,0,55,0,0,1,16,8,0,0,2,18,2,0,7,4,6,0,0,0,5,0,0,0,0,2,0,0,5,0,0,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,32,2721212,520963,0,170035,158043,55828,155515,137303,69411,43836,0,26524,927,559,0,0,138,0,0,0,10890,0,0,2526,4,1,1575,1460,0,1157,2352,0,0,0,0,632,0,400,24,0,0,149,211,262,0,285,14,0,0,147,2,0,1,93,0,3,0,0,0,0,0,39,0,9,0,63,27,0,0,14,0,0,0,0,50,28,0,0,0,0,0,0,0,0,0,57,0,0,1,8,22,0,0,12,18,7,0,7,4,4,0,0,0,16,0,0,0,0,9,0,0,3,0,0,2,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,15,2694482,544858,0,168501,158189,56215,153211,127248,84853,43290,0,26410,1395,1121,0,1,172,0,0,0,10473,0,0,2685,10,0,2200,1002,0,1150,2273,0,0,0,0,546,0,389,0,0,0,177,468,245,0,239,2,0,2,342,0,0,0,209,54,5,0,0,0,0,0,50,0,6,0,45,49,0,0,31,0,0,0,0,112,23,2,0,0,0,0,0,0,0,0,85,0,0,0,8,1,0,0,9,18,1,0,6,4,1,0,0,0,1,0,0,0,0,5,0,0,13,0,0,6,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,11,2639731,582825,0,164541,156301,55309,150487,120508,115621,42591,1,25866,927,2223,0,103,158,0,0,0,11326,0,0,3477,0,0,4185,774,0,1220,2172,0,0,0,1,626,0,392,1,0,0,220,169,224,0,186,6,0,3,160,2,0,0,80,126,2,0,0,8,0,0,37,0,0,0,67,20,0,0,34,0,0,0,0,70,36,3,0,0,0,0,0,0,0,0,36,0,0,0,12,0,0,0,0,18,1,0,6,2,6,0,0,0,1,0,0,0,0,7,0,0,1,0,0,10,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,29,2564158,647798,0,159084,152638,53619,145331,114477,140200,41001,1,25233,929,4846,0,355,24,0,0,0,13919,0,0,5505,0,0,7235,741,0,1156,2231,0,0,0,1,524,5,392,0,0,0,142,243,198,0,122,4,0,1,175,2,0,0,118,90,4,0,0,2,0,0,53,0,0,0,64,29,0,0,56,0,0,0,0,58,53,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,4,2,17,0,0,0,1,0,0,0,0,3,0,0,4,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,15,2491037,739316,0,153766,148576,51896,139513,110040,138069,39643,0,24224,691,3353,0,1275,19,0,0,0,17375,0,0,8128,0,0,9971,761,0,1166,2348,0,0,0,2,324,62,391,0,0,0,139,35,143,0,152,18,0,0,43,0,0,5,19,57,1,0,0,0,0,0,63,0,0,0,53,2,0,1,62,0,0,0,0,67,32,0,0,0,0,0,0,1,0,0,35,0,2,0,0,1,0,0,0,0,4,0,8,4,7,0,0,0,0,0,0,0,0,2,0,0,4,0,0,9,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,28,2467739,831967,0,152486,146545,53480,137192,105255,74141,39726,0,24141,785,1411,0,2565,29,0,0,0,20181,0,0,9269,0,0,10065,492,0,1151,2740,0,0,0,2,180,189,392,1,0,0,17,32,147,0,146,17,0,2,49,0,0,0,16,9,4,0,4,2,0,0,57,0,0,0,52,1,0,0,51,0,0,0,0,61,26,0,0,0,0,0,0,0,0,0,8,0,19,0,2,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,10,0,0,8,0,0,1,9,17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,28,2442897,874858,0,151197,144782,56518,136005,100824,69957,39998,0,23365,869,2357,0,5218,32,0,0,0,19120,0,0,5965,0,0,3122,299,0,1145,2967,0,0,0,1,100,201,394,26,0,0,17,54,115,0,53,18,0,2,74,0,0,1,40,6,0,0,0,0,0,0,55,0,25,0,22,3,0,0,26,0,0,0,0,69,5,0,0,0,0,0,0,0,0,0,2,0,35,0,2,1,0,0,6,0,2,0,3,0,10,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,2,8,3,0,1,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,27,2414233,908259,0,150923,143064,62823,135415,96227,67000,39359,0,23249,911,5857,0,7120,47,0,0,0,17660,0,0,2569,0,0,2466,179,1,1224,2994,0,0,0,7,54,227,385,40,0,0,15,66,78,0,20,14,0,0,47,0,0,3,15,53,0,0,1,0,0,0,54,0,61,0,9,3,0,0,22,0,0,0,0,45,8,0,0,0,0,0,0,0,0,0,11,0,39,0,0,1,0,0,15,0,4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,3,1,11,3,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8,2382271,935631,0,151286,140789,70523,135370,93515,63679,38828,0,23457,1149,11597,0,8409,48,0,0,0,16275,0,0,2255,0,0,2289,133,1,1223,2792,0,0,0,0,20,284,385,24,0,0,0,54,86,0,14,69,0,0,27,0,0,4,15,108,2,0,0,0,0,0,86,0,38,0,25,1,0,0,23,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,14,0,0,0,4,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,23,0,3,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,2342762,960223,0,150776,140131,87036,134443,91827,59830,37936,0,23533,868,21560,0,7149,26,0,0,0,14798,0,0,2001,0,0,1984,77,1,1317,2840,0,0,0,0,1,359,385,0,0,0,0,25,148,0,2,211,0,2,45,0,0,0,13,241,0,0,0,0,0,0,52,0,42,0,65,0,0,0,18,0,0,0,0,39,38,0,0,0,0,0,0,0,0,0,0,0,50,0,0,8,0,0,2,0,0,0,7,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,3,0,11,2,0,0,0,14,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,2312331,984459,0,149008,140221,100373,133914,88944,52150,37214,0,22843,830,31311,0,6780,19,0,0,0,12956,0,0,1698,4,0,1698,50,1,1397,2894,0,0,0,0,0,452,385,0,0,0,0,24,196,0,0,367,0,2,30,1,0,1,12,2,0,0,0,0,0,0,39,0,28,0,61,0,0,0,15,0,0,0,0,44,47,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,19,0,0,0,12,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,5,0,0,0,9,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,2292304,1008931,0,145371,138955,103053,133012,85302,44853,36810,0,22584,364,42067,0,8328,22,0,0,0,11001,0,0,1561,4,0,1607,42,10,1349,2907,0,0,0,0,6,627,384,30,0,0,0,22,198,0,0,724,0,1,34,2,0,3,16,36,1,0,0,0,0,0,115,0,4,0,44,0,0,0,20,0,0,0,0,71,54,0,0,0,0,0,0,0,0,0,0,0,52,0,0,10,0,0,3,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
