RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes,Source
1776,Vox Machina,17,02:14:30,Marisha,Keyleth,Stealth,Yes,null,null,No,Disregarded due to advantage,
1777,Vox Machina,17,02:14:30,Marisha,Keyleth,Stealth,Yes,25,18,No,With advantage,
1778,Vox Machina,17,02:14:30,Orion,Tiberius,Stealth,Yes,null,null,No,Disregarded due to advantage,
1779,Vox Machina,17,02:14:30,Orion,Tiberius,Stealth,Yes,18,9,No,With advantage,
1780,Vox Machina,17,02:14:30,Sam,Scanlan,Stealth,Yes,null,null,No,Disregarded due to advantage,
1781,Vox Machina,17,02:14:30,Sam,Scanlan,Stealth,Yes,16,10,No,With advantage,
1782,Vox Machina,17,02:14:30,Laura,Trinket,Stealth,Yes,null,null,No,Disregarded due to advantage,
1783,Vox Machina,17,02:14:30,Laura,Trinket,Stealth,Yes,18,18,No,With advantage,
1784,Vox Machina,17,02:19:30,Orion,Tiberius,Investigation,Yes,21,19,No,null,
1785,Vox Machina,17,02:22:27,Liam,Vax,Attack,Yes,17,6,No,Dagger,
1786,Vox Machina,17,02:22:27,Liam,Vax,Attack,Yes,null,1,Yes,Dagger,
1787,Vox Machina,17,02:22:27,Liam,Vax,Attack,Yes,27,17,No,Poison Dagger Sneak Attack,
1788,Vox Machina,17,02:22:34,Liam,Vax,Damage,No,42,null,No,null,
1789,Vox Machina,17,02:27:52,Laura,Vex,Attack,Yes,16,5,No,Hail of Thorns,
1790,Vox Machina,17,02:28:30,Laura,Vex,Attack,Yes,17,6,No,Disregarded because does not get 2nd action,
1791,Vox Machina,17,02:28:51,Laura,Vex,Athletics,Yes,6,4,No,null,
1792,Vox Machina,17,02:29:48,Sam,Scanlan,Damage,No,19,null,No,Lightning bolt,
1793,Vox Machina,17,02:31:16,Taliesin,Percy,Attack,Yes,null,null,No,Pepperbox Misfire,
1794,Vox Machina,17,02:32:09,Travis,Grog,Attack,Yes,24,16,No,Great Axe,
1795,Vox Machina,17,02:32:09,Travis,Grog,Attack,Yes,16,8,No,Great Axe,
1796,Vox Machina,17,02:32:28,Travis,Grog,Damage,No,17,null,No,null,
1797,Vox Machina,17,02:32:53,Orion,Tiberius,Initiative,Yes,22,19,No,null,
1798,Vox Machina,17,02:33:02,Laura,Vex,Initiative,Yes,19,14,No,null,
1799,Vox Machina,17,02:33:03,Sam,Scanlan,Initiative,Yes,16,16,No,null,
1800,Vox Machina,17,02:33:11,Taliesin,Percy,Initiative,Yes,13,5,No,null,
1801,Vox Machina,17,02:33:11,Travis,Grog,Initiative,Yes,13,11,No,null,
1802,Vox Machina,17,02:33:20,Liam,Vax,Initiative,Yes,12,7,No,null,
1803,Vox Machina,17,02:33:20,Marisha,Keyleth,Initiative,Yes,4,2,No,null,
1804,Vox Machina,17,02:35:17,Orion,Tiberius,Arcana,Yes,14,8,No,null,
1805,Vox Machina,17,02:35:35,Orion,Tiberius,Arcana,Yes,null,20,Yes,Hydra is grappled,
1806,Vox Machina,17,02:39:15,Laura,Vex,Attack,Yes,null,1,Yes,Exploding Arrow,
1807,Vox Machina,17,02:39:56,Laura,Vex,Dexterity Save,Yes,null,20,Yes,null,
1808,Vox Machina,17,02:41:21,Laura,Trinket,Attack,Yes,16,7,No,Claw Attack,
1809,Vox Machina,17,02:41:21,Laura,Trinket,Attack,Yes,19,10,No,Bite Attack,
1810,Vox Machina,17,02:41:44,Laura,Trinket,Damage,No,13,null,No,null,
1811,Vox Machina,17,02:41:53,Laura,Trinket,Damage,No,5,null,No,Hunter's Mark,
1812,Vox Machina,17,02:43:00,Sam,Scanlan,Attack,Yes,21,11,No,Bigby's Hand,
1813,Vox Machina,17,02:43:11,Sam,Scanlan,Damage,No,23,null,No,null,
1814,Vox Machina,17,02:45:47,Taliesin,Percy,Wisdom Save,Yes,null,1,Yes,null,
1815,Vox Machina,17,02:48:31,Taliesin,Percy,Wisdom Save,Yes,null,20,Yes,null,
1816,Vox Machina,17,02:48:55,Travis,Grog,Attack,Yes,24,16,No,Great Axe,
1817,Vox Machina,17,02:48:55,Travis,Grog,Attack,Yes,20,12,No,Great Axe,
1818,Vox Machina,17,02:49:07,Travis,Grog,Damage,No,19,null,No,null,
1819,Vox Machina,17,02:49:13,Travis,Grog,Damage,No,11,null,No,null,
1820,Vox Machina,17,02:50:15,Liam,Vax,Attack,Yes,28,17,No,Keen Dagger,
1821,Vox Machina,17,02:50:15,Liam,Vax,Attack,Yes,26,16,No,Venom Dagger,
1822,Vox Machina,17,02:50:26,Liam,Vax,Damage,No,33,null,No,null,
1823,Vox Machina,17,02:50:45,Liam,Vax,Attack,Yes,19,9,No,Flame-Tongue Dagger,
1824,Vox Machina,17,02:50:54,Liam,Vax,Damage,No,10,null,No,null,
1825,Vox Machina,17,02:51:03,Liam,Vax,Damage,No,10,null,No,null,
1826,Vox Machina,17,02:52:48,Marisha,Keyleth,Damage,No,21,null,No,Call Lightning,
1827,Vox Machina,17,02:54:30,Orion,Tiberius,Damage,No,41,null,No,Fireball,
1828,Vox Machina,17,02:54:48,Orion,Tiberius,Damage,No,39,null,No,Fireball,
1829,Vox Machina,17,02:55:31,Liam,Vax,Dexterity Save,Yes,17,8,No,Uses Rogue's Evasion,
1830,Vox Machina,17,02:55:42,Liam,Vax,Dexterity Save,Yes,null,null,No,null,
1831,Vox Machina,17,02:57:23,Travis,Grog,Inspiration,No,2,null,No,null,
1832,Vox Machina,17,02:57:25,Travis,Grog,Dexterity Save,Yes,18,16,No,null,
1833,Vox Machina,17,02:57:38,Travis,Grog,Dexterity Save,Yes,9,7,No,null,
1834,Vox Machina,17,02:58:12,Laura,Trinket,Dexterity Save,Yes,17,17,No,null,
1835,Vox Machina,17,02:58:37,Laura,Trinket,Dexterity Save,Yes,7,7,No,Trinket is unconscious,
1836,Vox Machina,18,00:14:04,Taliesin,Percy,Investigation,Yes,16,13,No,null,
1837,Vox Machina,18,00:14:31,Taliesin,Percy,Inspiration,No,3,null,No,null,
1838,Vox Machina,18,00:16:19,Taliesin,Percy,Tinkering,Yes,29,19,No,Prof (4) + Dex (6),
1839,Vox Machina,18,00:22:37,Taliesin,Percy,Insight,Yes,10,7,No,null,
1840,Vox Machina,18,00:45:50,Travis,Grog,d100,No,33,null,No,Beard check,
1841,Vox Machina,18,00:49:40,Travis,Grog,Religion,Yes,null,null,No,Scanlan's roll gave them full info,
1842,Vox Machina,18,00:49:40,Felicia,Lyra,Religion,Yes,null,null,No,Scanlan's roll gave them full info,
1843,Vox Machina,18,00:49:40,Taliesin,Percy,Religion,Yes,22,19,No,null,
1844,Vox Machina,18,00:49:40,Sam,Scanlan,Religion,Yes,23,19,No,null,
1845,Vox Machina,18,00:49:40,Laura,Vex,Religion,Yes,13,11,No,null,
1846,Vox Machina,18,00:49:40,Mary,Zahra,Religion,Yes,null,null,No,Scanlan's roll gave them full info,
1847,Vox Machina,18,00:50:50,Travis,Grog,Investigation,Yes,6,8,No,null,
1848,Vox Machina,18,00:50:50,Felicia,Lyra,Investigation,Yes,21,16,No,null,
1849,Vox Machina,18,00:50:50,Taliesin,Percy,Investigation,Yes,17,14,No,null,
1850,Vox Machina,18,00:50:50,Sam,Scanlan,Investigation,Yes,22,16,No,null,
1851,Vox Machina,18,00:50:50,Laura,Vex,Investigation,Yes,20,18,No,null,
1852,Vox Machina,18,00:50:50,Mary,Zahra,Investigation,Yes,17,15,No,null,
1853,Vox Machina,18,00:57:06,Laura,Vex,Insight,Yes,17,11,No,null,
1854,Vox Machina,18,00:58:09,Laura,Vex,Perception,Yes,24,18,No,null,
1855,Vox Machina,18,01:14:44,Travis,Grog,Athletics,Yes,16,8,No,null,
1856,Vox Machina,18,01:21:48,Travis,Grog,Perception,Yes,16,16,No,null,
1857,Vox Machina,18,01:34:50,Travis,Grog,Initiative,Yes,16,14,No,null,
1858,Vox Machina,18,01:34:50,Felicia,Lyra,Initiative,Yes,4,6,No,null,
1859,Vox Machina,18,01:34:50,Taliesin,Percy,Initiative,Yes,16,8,No,null,
1860,Vox Machina,18,01:34:50,Sam,Scanlan,Initiative,Yes,8,8,No,null,
1861,Vox Machina,18,01:34:50,Laura,Vex,Initiative,Yes,8,3,No,null,
1862,Vox Machina,18,01:34:50,Mary,Zahra,Initiative,Yes,5,5,No,null,
1863,Vox Machina,18,01:37:32,Travis,Grog,Attack,Yes,26,18,No,Great Axe,
1864,Vox Machina,18,01:37:32,Travis,Grog,Attack,Yes,25,17,No,Great Axe,
1865,Vox Machina,18,01:37:41,Travis,Grog,Damage,No,10,null,No,null,
1866,Vox Machina,18,01:37:41,Travis,Grog,Damage,No,18,null,No,null,
1867,Vox Machina,18,01:40:35,Sam,Scanlan,Other,No,2,null,No,Cutting Words reaction,
1868,Vox Machina,18,01:43:10,Taliesin,Percy,Attack,Yes,28,16,No,Pepperbox Leg Shot,
1869,Vox Machina,18,01:43:53,Taliesin,Percy,Damage,No,15,null,No,null,
1870,Vox Machina,18,01:44:13,Taliesin,Percy,Attack,Yes,null,20,Yes,Pepperbox Sharpshooter with advantage,
1871,Vox Machina,18,01:44:13,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage,
1872,Vox Machina,18,01:44:50,Taliesin,Percy,Damage,No,30,null,No,null,
1873,Vox Machina,18,01:46:04,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to advantage,
1874,Vox Machina,18,01:46:04,Taliesin,Percy,Attack,Yes,23,16,No,Pepperbox Sharpshooter with Advantage,
1875,Vox Machina,18,01:46:11,Taliesin,Percy,Damage,No,21,null,No,null,
1876,Vox Machina,18,01:46:50,Taliesin,Percy,Attack,Yes,null,20,Yes,null,
1877,Vox Machina,18,01:47:23,Taliesin,Percy,Damage,No,32,null,No,null,
1878,Vox Machina,18,01:48:27,Travis,Grog,Attack,Yes,22,14,No,Great Axe,
1879,Vox Machina,18,01:48:27,Travis,Grog,Attack,Yes,23,15,No,Great Axe,
1880,Vox Machina,18,01:48:27,Travis,Grog,Attack,Yes,26,18,No,Great Axe,
1881,Vox Machina,18,01:48:40,Travis,Grog,Damage,No,15,null,No,null,
1882,Vox Machina,18,01:48:40,Travis,Grog,Damage,No,12,null,No,null,
1883,Vox Machina,18,01:48:40,Travis,Grog,Damage,No,17,null,No,null,
1884,Vox Machina,18,01:54:55,Laura,Vex,Attack,Yes,19,8,No,null,
1885,Vox Machina,18,01:55:21,Laura,Vex,Damage,No,17,null,No,Arrow through Blazing Bowstring,
1886,Vox Machina,18,01:56:02,Laura,Trinket,Attack,Yes,22,13,No,Claw Attack,
1887,Vox Machina,18,01:56:02,Laura,Trinket,Attack,Yes,16,7,No,Bite Attack,
1888,Vox Machina,18,01:56:40,Laura,Vex,Damage,No,4,null,No,Hunter's Mark,
1889,Vox Machina,18,01:56:45,Laura,Trinket,Damage,No,11,null,No,null,
1890,Vox Machina,18,01:56:45,Laura,Trinket,Damage,No,12,null,No,null,
1891,Vox Machina,18,01:59:11,Mary,Zahra,Attack,Yes,24,13,No,Agonizing Blast,
1892,Vox Machina,18,01:59:11,Mary,Zahra,Attack,Yes,30,19,No,Agonizing Blast,
1893,Vox Machina,18,01:59:11,Mary,Zahra,Attack,Yes,21,10,No,Agonizing Blast,
1894,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,9,null,No,null,
1895,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,17,null,No,null,
1896,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,12,null,No,null,
1897,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,2,null,No,null,
1898,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,6,null,No,null,
1899,Vox Machina,18,02:00:00,Mary,Zahra,Damage,No,5,null,No,null,
1900,Vox Machina,18,02:02:33,Felicia,Lyra,Damage,No,45,null,No,Chain Lightning,
1901,Vox Machina,18,02:04:45,Taliesin,Percy,Attack,Yes,16,4,No,Pepperbox,
1902,Vox Machina,18,02:04:45,Taliesin,Percy,Attack,Yes,null,20,Yes,Pepperbox,
1903,Vox Machina,18,02:05:20,Taliesin,Percy,Damage,No,20,null,No,null,
1904,Vox Machina,18,02:05:20,Taliesin,Percy,Damage,No,32,null,No,null,
1905,Vox Machina,18,02:06:51,Travis,Grog,Attack,Yes,24,16,No,Great Axe,
1906,Vox Machina,18,02:06:59,Travis,Grog,Damage,No,19,null,No,null,
1907,Vox Machina,18,02:07:07,Travis,Grog,Attack,Yes,26,18,No,Great Axe,
1908,Vox Machina,18,02:07:13,Travis,Grog,Damage,No,19,null,No,null,
1909,Vox Machina,18,02:08:06,Travis,Grog,Intimidation,Yes,19,14,No,null,
1910,Vox Machina,18,02:09:14,Mary,Zahra,Persuasion,Yes,24,15,No,null,
1911,Vox Machina,18,02:10:15,Felicia,Lyra,Insight,Yes,6,4,No,null,
1912,Vox Machina,18,02:10:38,Laura,Vex,Insight,Yes,16,10,No,null,
1913,Vox Machina,18,02:17:02,Mary,Zahra,Nature,Yes,12,6,No,null,
1914,Vox Machina,18,02:19:21,Travis,Grog,d100,No,58,null,No,Beard roll,
1915,Vox Machina,18,02:23:44,Travis,Grog,Constitution Save,Yes,null,null,No,Disregarded due to advantage,
1916,Vox Machina,18,02:23:44,Travis,Grog,Constitution Save,Yes,23,14,No,With advantage,
1917,Vox Machina,18,02:23:44,Felicia,Lyra,Constitution Save,Yes,20,17,No,null,
1918,Vox Machina,18,02:23:44,Taliesin,Percy,Constitution Save,Yes,24,18,No,null,
1919,Vox Machina,18,02:23:44,Sam,Scanlan,Constitution Save,Yes,4,2,No,null,
1920,Vox Machina,18,02:23:44,Laura,Vex,Constitution Save,Yes,null,20,Yes,With advantage,
1921,Vox Machina,18,02:23:44,Laura,Vex,Constitution Save,Yes,null,null,No,Disregarded due to advantage,
1922,Vox Machina,18,02:23:44,Mary,Zahra,Constitution Save,Yes,15,13,No,null,
1923,Vox Machina,18,02:28:20,Travis,Grog,Dexterity Save,Yes,8,6,No,null,
1924,Vox Machina,18,02:28:20,Felicia,Lyra,Dexterity Save,Yes,11,13,No,null,
1925,Vox Machina,18,02:28:20,Taliesin,Percy,Dexterity Save,Yes,16,10,No,null,
1926,Vox Machina,18,02:28:20,Sam,Scanlan,Dexterity Save,Yes,13,9,No,null,
1927,Vox Machina,18,02:28:20,Laura,Vex,Dexterity Save,Yes,24,15,No,null,
1928,Vox Machina,18,02:28:20,Mary,Zahra,Dexterity Save,Yes,12,10,No,null,
1929,Vox Machina,18,02:33:12,Laura,Vex,Perception,Yes,12,6,No,Disregarded due to advantage,
1930,Vox Machina,18,02:33:40,Laura,Vex,Stealth,Yes,15,6,No,With advantage,
1931,Vox Machina,18,02:34:48,Travis,Grog,Stealth,Yes,14,12,No,null,
1932,Vox Machina,18,02:34:48,Felicia,Lyra,Stealth,Yes,11,13,No,null,
1933,Vox Machina,18,02:34:48,Taliesin,Percy,Stealth,Yes,24,18,No,null,
1934,Vox Machina,18,02:34:48,Sam,Scanlan,Stealth,Yes,13,11,No,null,
1935,Vox Machina,18,02:34:48,Laura,Vex,Stealth,Yes,16,7,No,null,
1936,Vox Machina,18,02:34:48,Mary,Zahra,Stealth,Yes,13,13,No,null,
1937,Vox Machina,18,02:35:37,Felicia,Lyra,Religion,Yes,11,2,No,null,
1938,Vox Machina,18,02:37:14,Felicia,Lyra,Perception,Yes,9,7,No,null,
1939,Vox Machina,18,02:37:58,Travis,Grog,Wisdom,Yes,15,15,No,null,
1940,Vox Machina,19,00:11:26,Travis,Grog,Initiative,Yes,19,17,No,Rolled by Laura,
1941,Vox Machina,19,00:11:26,Felicia,Lyra,Initiative,Yes,null,20,Yes,null,
1942,Vox Machina,19,00:11:26,Taliesin,Percy,Initiative,Yes,null,20,Yes,null,
1943,Vox Machina,19,00:11:26,Sam,Scanlan,Initiative,Yes,15,15,No,null,
1944,Vox Machina,19,00:11:26,Laura,Vex,Initiative,Yes,18,11,No,null,
1945,Vox Machina,19,00:11:26,Mary,Zahra,Initiative,Yes,13,13,No,null,
1946,Vox Machina,19,00:13:58,Taliesin,Percy,Attack,Yes,21,8,No,Bad News,
1947,Vox Machina,19,00:14:12,Taliesin,Percy,Damage,No,33,null,No,null,
1948,Vox Machina,19,00:15:55,Travis,Grog,Persuasion,Yes,null,1,Yes,Rolled by Laura,
1949,Vox Machina,19,00:18:29,Laura,Vex,Attack,Yes,14,3,No,null,
1950,Vox Machina,19,00:18:29,Laura,Vex,Attack,Yes,14,3,No,null,
1951,Vox Machina,19,00:20:50,Felicia,Lyra,Damage,No,80,null,No,Disintegrate,
1952,Vox Machina,19,00:27:37,Sam,Scanlan,Damage,No,32,null,No,Lightning Bolt,
1953,Vox Machina,19,00:38:35,Travis,Grog,Healing,No,null,null,No,null,
1954,Vox Machina,19,00:38:35,Felicia,Lyra,Healing,No,null,null,No,null,
1955,Vox Machina,19,00:38:35,Taliesin,Percy,Healing,No,null,null,No,null,
1956,Vox Machina,19,00:38:35,Sam,Scanlan,Healing,No,null,null,No,null,
1957,Vox Machina,19,00:38:35,Laura,Vex,Healing,No,null,null,No,null,
1958,Vox Machina,19,00:38:35,Mary,Zahra,Healing,No,null,null,No,null,
1959,Vox Machina,19,00:41:00,Taliesin,Percy,Persuasion,Yes,10,4,No,null,
1960,Vox Machina,19,00:41:30,Travis,Grog,Persuasion,Yes,null,null,No,null,
1961,Vox Machina,19,00:41:30,Travis,Grog,Persuasion,Yes,null,1,Yes,null,
1962,Vox Machina,19,00:50:16,Felicia,Lyra,Perception,Yes,14,12,No,null,
1963,Vox Machina,19,00:50:16,Taliesin,Percy,Perception,Yes,17,10,No,null,
1964,Vox Machina,19,00:50:16,Sam,Scanlan,Perception,Yes,20,20,No,null,
1965,Vox Machina,19,00:50:16,Laura,Vex,Perception,Yes,14,8,No,null,
1966,Vox Machina,19,00:50:16,Mary,Zahra,Perception,Yes,null,1,Yes,null,
1967,Vox Machina,19,00:55:03,Felicia,Lyra,History,Yes,21,12,No,null,
1968,Vox Machina,19,01:01:03,Travis,Grog,Attack,Yes,24,15,No,FBWH (rolled by Laura),
1969,Vox Machina,19,01:01:20,Travis,Grog,Damage,No,13,null,No,rolled by Laura,
1970,Vox Machina,19,01:02:10,Taliesin,Percy,Investigation,Yes,7,4,No,null,
1971,Vox Machina,19,01:03:03,Felicia,Lyra,Attack,Yes,23,14,No,Fireball,
1972,Vox Machina,19,01:03:24,Felicia,Lyra,Damage,No,19,null,No,null,
1973,Vox Machina,19,01:04:04,Travis,Grog,Dexterity Save,Yes,19,17,No,Rolled by Laura,
1974,Vox Machina,19,01:04:04,Taliesin,Percy,Dexterity Save,Yes,9,3,No,null,
1975,Vox Machina,19,01:04:04,Felicia,Lyra,Dexterity Save,Yes,0,2,No,null,
1976,Vox Machina,19,01:09:27,Laura,Vex,Perception,Yes,18,12,No,null,
1977,Vox Machina,19,01:11:14,Sam,Scanlan,Perception,Yes,5,5,No,Not proficient- but Jack of All Trades,
1978,Vox Machina,19,01:11:40,Felicia,Lyra,Attack,Yes,28,19,No,Fireball,
1979,Vox Machina,19,01:11:45,Felicia,Lyra,Damage,No,24,null,No,null,
1980,Vox Machina,19,01:13:30,Laura,Vex,Intelligence,Yes,null,null,No,Disregarded due to advantage,
1981,Vox Machina,19,01:13:30,Laura,Vex,Intelligence,Yes,20,18,No,With advantage,
1982,Vox Machina,19,01:20:30,Sam,Scanlan,Dexterity Save,Yes,21,17,No,null,
1983,Vox Machina,19,01:22:27,Laura,Vex,Perception,Yes,15,9,No,null,
1984,Vox Machina,19,01:23:40,Felicia,Lyra,Attack,Yes,30,null,No,Fireball (+9- supposedly?)- bad math or bad mod,
1985,Vox Machina,19,01:23:48,Felicia,Lyra,Damage,No,27,null,No,null,
1986,Vox Machina,19,01:25:42,Felicia,Lyra,Intelligence,Yes,23,18,No,null,
1987,Vox Machina,19,01:51:27,Laura,Vex,Stealth,Yes,null,20,Yes,null,
1988,Vox Machina,19,01:54:05,Sam,Scanlan,Persuasion,Yes,19,6,No,null,
1989,Vox Machina,19,01:58:49,Mary,Zahra,Persuasion,Yes,27,18,No,null,
1990,Vox Machina,19,01:59:33,Travis,Grog,Initiative,Yes,19,17,No,null,
1991,Vox Machina,19,01:59:33,Felicia,Lyra,Initiative,Yes,-1,1,No,null,
1992,Vox Machina,19,01:59:33,Taliesin,Percy,Initiative,Yes,null,20,Yes,null,
1993,Vox Machina,19,01:59:33,Sam,Scanlan,Initiative,Yes,7,7,No,null,
1994,Vox Machina,19,01:59:33,Laura,Vex,Initiative,Yes,null,20,Yes,null,
1995,Vox Machina,19,01:59:33,Mary,Zahra,Initiative,Yes,12,12,No,null,
1996,Vox Machina,19,02:02:02,Taliesin,Percy,Attack,Yes,15,8,No,Bad News Head Shot w/ Sharpshooter,
1997,Vox Machina,19,02:02:36,Taliesin,Percy,Attack,Yes,31,19,No,Bad News Head Shot,
1998,Vox Machina,19,02:02:52,Taliesin,Percy,Damage,No,15,null,No,null,
1999,Vox Machina,19,02:04:15,Laura,Vex,Attack,Yes,25,14,No,Lightning Arrow through Blazing Bowstring,
2000,Vox Machina,19,02:04:40,Laura,Vex,Damage,No,19,null,No,Lightning Arrow,
2001,Vox Machina,19,02:04:40,Laura,Vex,Damage,No,11,null,No,Arrow,
2002,Vox Machina,19,02:04:40,Laura,Vex,Damage,No,4,null,No,Hunter's Mark,
2003,Vox Machina,19,02:04:40,Laura,Vex,Damage,No,1,null,No,Blazing Bowstring,
2004,Vox Machina,19,02:06:55,Laura,Vex,Attack,Yes,17,6,No,Arrow,
2005,Vox Machina,19,02:08:00,Travis,Grog,Wisdom Save,Yes,9,9,No,null,
2006,Vox Machina,19,02:08:00,Felicia,Lyra,Wisdom Save,Yes,15,9,No,null,
2007,Vox Machina,19,02:08:00,Taliesin,Percy,Wisdom Save,Yes,12,9,No,null,
2008,Vox Machina,19,02:08:00,Sam,Scanlan,Wisdom Save,Yes,18,20,No,null,
2009,Vox Machina,19,02:08:00,Laura,Vex,Wisdom Save,Yes,10,8,No,null,
2010,Vox Machina,19,02:08:00,Mary,Zahra,Wisdom Save,Yes,21,15,No,null,
2011,Vox Machina,19,02:09:15,Laura,Trinket,Wisdom Save,Yes,8,8,No,null,
2012,Vox Machina,19,02:11:34,Travis,Grog,Dexterity Save,Yes,13,11,No,null,
2013,Vox Machina,19,02:13:14,Mary,Zahra,Attack,Yes,24,13,No,null,
2014,Vox Machina,19,02:13:35,Mary,Zahra,Damage,No,41,null,No,Witch Bolt,
2015,Vox Machina,19,02:19:46,Felicia,Lyra,Damage,No,79,null,No,Disintegrate,
2016,Vox Machina,19,02:21:50,Taliesin,Percy,Attack,Yes,17,4,No,With disadvantage,
2017,Vox Machina,19,02:21:50,Taliesin,Percy,Attack,Yes,null,20,Yes,Disregarded due to disadvantage,
2018,Vox Machina,19,02:22:37,Taliesin,Percy,Wisdom Save,Yes,5,2,No,null,
2019,Vox Machina,19,02:24:42,Laura,Vex,Attack,Yes,null,null,No,null,
2020,Vox Machina,19,02:24:55,Laura,Vex,Attack,Yes,27,16,No,Disregarded due to disadvantage,
2021,Vox Machina,19,02:25:11,Laura,Vex,Damage,No,19,null,No,Does not actually deal damage – disadvantage rolled later,
2022,Vox Machina,19,02:26:10,Laura,Vex,Attack,Yes,20,9,No,Arrow,
2023,Vox Machina,19,02:26:48,Laura,Vex,Wisdom Save,Yes,5,3,No,null,
2024,Vox Machina,19,02:26:48,Laura,Trinket,Wisdom Save,Yes,null,20,Yes,null,
2025,Vox Machina,19,02:30:55,Taliesin,Percy,Constitution Save,Yes,20,14,No,Against Dragon's Breath,
2026,Vox Machina,19,02:30:55,Felicia,Lyra,Constitution Save,Yes,11,8,No,Against Dragon's Breath,
2027,Vox Machina,19,02:31:18,Felicia,Lyra,Inspiration,No,10,null,No,null,
2028,Vox Machina,19,02:32:53,Travis,Grog,Attack,Yes,19,10,No,FBWH,
2029,Vox Machina,19,02:32:53,Travis,Grog,Attack,Yes,25,16,No,FBWH,
2030,Vox Machina,19,02:32:53,Travis,Grog,Attack,Yes,23,14,No,FBWH,
2031,Vox Machina,19,02:33:23,Travis,Grog,Damage,No,19,null,No,null,
2032,Vox Machina,19,02:33:23,Travis,Grog,Damage,No,12,null,No,null,
2033,Vox Machina,19,02:33:23,Travis,Grog,Damage,No,21,null,No,null,
2034,Vox Machina,19,02:35:47,Mary,Zahra,Damage,No,44,null,No,Witchbolt,
2035,Vox Machina,19,02:38:12,Sam,Scanlan,Attack,Yes,19,9,No,Bigby's Hand,
2036,Vox Machina,19,02:38:30,Sam,Scanlan,Damage,No,21,null,No,null,
2037,Vox Machina,19,02:42:38,Taliesin,Percy,Attack,Yes,19,6,No,Bad News with disadvantage,
2038,Vox Machina,19,02:42:38,Taliesin,Percy,Attack,Yes,null,null,No,Disregarded due to disadvantage,
2039,Vox Machina,19,02:42:50,Taliesin,Percy,Damage,No,26,null,No,null,
2040,Vox Machina,19,02:43:27,Taliesin,Percy,Healing,No,11,null,No,Second Wind – self-healing,
2041,Vox Machina,19,02:44:58,Travis,Grog,Dexterity Save,Yes,21,19,No,null,
2042,Vox Machina,19,02:44:58,Sam,Scanlan,Dexterity Save,Yes,20,16,No,null,
2043,Vox Machina,19,02:45:48,Taliesin,Percy,Wisdom Save,Yes,null,20,Yes,null,
2044,Vox Machina,19,02:46:35,Laura,Vex,Attack,Yes,27,16,No,Exploding Arrow through Blood-Seeking Bow with disadvantage,
2045,Vox Machina,19,02:46:35,Laura,Vex,Attack,Yes,null,null,No,Disregarded due to disadvantage,
2046,Vox Machina,19,02:46:54,Laura,Vex,Damage,No,22,null,No,null,
2047,Vox Machina,19,02:47:40,Sam,Scanlan,Dexterity Save,Yes,11,7,No,null,
2048,Vox Machina,19,02:47:40,Travis,Grog,Dexterity Save,Yes,18,16,No,null,
2049,Vox Machina,19,02:48:47,Laura,Trinket,Attack,Yes,null,null,No,he doesn't hit',
2050,Vox Machina,19,02:48:47,Laura,Trinket,Attack,Yes,23,14,No,Claw Attack,
2051,Vox Machina,19,02:49:10,Laura,Trinket,Damage,No,13,null,No,null,
2052,Vox Machina,19,02:50:59,Sam,Scanlan,Strength,Yes,26,18,No,Bigby's Hand for a grapple,
2053,Vox Machina,19,02:51:34,Sam,Scanlan,Damage,No,18,null,No,null,
2054,Vox Machina,19,02:53:34,Sam,Scanlan,Healing,No,19,null,No,Superior healing potion from Grog- Scanlan heals 19 points,
2055,Vox Machina,19,02:54:48,Travis,Grog,Athletics,Yes,null,20,Yes,null,
2056,Vox Machina,19,02:55:49,Mary,Zahra,Damage,No,51,null,No,Witchbolt,
2057,Vox Machina,19,02:57:48,Travis,Grog,Dexterity Save,Yes,18,16,No,null,
2058,Vox Machina,19,02:57:48,Laura,Trinket,Dexterity Save,Yes,10,10,No,null,
2059,Vox Machina,19,02:59:30,Sam,Scanlan,Healing,No,null,null,No,null,
2060,Vox Machina,19,03:02:43,Taliesin,Percy,Attack,Yes,31,18,No,null,
2061,Vox Machina,19,03:02:58,Taliesin,Percy,Damage,No,15,null,No,null,
2062,Vox Machina,19,03:04:50,Laura,Vex,Attack,Yes,26,15,No,Hail of Thorns,
2063,Vox Machina,19,03:05:23,Travis,Grog,Dexterity Save,Yes,null,null,No,Disregarded due to disadvantage,
2064,Vox Machina,19,03:05:23,Travis,Grog,Dexterity Save,Yes,18,16,No,Dexterity save with disadvantage,
2065,Vox Machina,19,03:05:56,Laura,Vex,Damage,No,36,null,No,Arrow Damage,
2066,Vox Machina,19,03:05:56,Laura,Vex,Damage,No,5,null,No,Hunter's Mark Damage,
2067,Vox Machina,19,03:05:56,Laura,Vex,Damage,No,9,null,No,Hail of Thorns Damage,
