Stage_1,Stage_2,Stage_3,pokedex_number,gen_introduced,dimension,stage_1_values,stage_2_values,stage_3_values,dimension_type
Girafarig,,,203,2,special_defense,65,,,Combat Factors
Girafarig,,,203,2,speed,85,,,Combat Factors
Girafarig,,,203,2,height,15,,,Physical Dimensions
Girafarig,,,203,2,weight,415,,,Physical Dimensions
Pineco,Forretress,,204,2,hp,50,75,,Combat Factors
Pineco,Forretress,,204,2,attack,65,90,,Combat Factors
Pineco,Forretress,,204,2,defense,90,140,,Combat Factors
Pineco,Forretress,,204,2,special_attack,35,60,,Combat Factors
Pineco,Forretress,,204,2,special_defense,35,60,,Combat Factors
Pineco,Forretress,,204,2,speed,15,40,,Combat Factors
Pineco,Forretress,,204,2,height,6,12,,Physical Dimensions
Pineco,Forretress,,204,2,weight,72,1258,,Physical Dimensions
Dunsparce,,,206,2,hp,100,,,Combat Factors
Dunsparce,,,206,2,attack,70,,,Combat Factors
Dunsparce,,,206,2,defense,70,,,Combat Factors
Dunsparce,,,206,2,special_attack,65,,,Combat Factors
Dunsparce,,,206,2,special_defense,65,,,Combat Factors
Dunsparce,,,206,2,speed,45,,,Combat Factors
Dunsparce,,,206,2,height,15,,,Physical Dimensions
Dunsparce,,,206,2,weight,140,,,Physical Dimensions
Gligar,Gliscor,,207,2,hp,65,75,,Combat Factors
Gligar,Gliscor,,207,2,attack,75,95,,Combat Factors
Gligar,Gliscor,,207,2,defense,105,125,,Combat Factors
Gligar,Gliscor,,207,2,special_attack,35,45,,Combat Factors
Gligar,Gliscor,,207,2,special_defense,65,75,,Combat Factors
Gligar,Gliscor,,207,2,speed,85,95,,Combat Factors
Gligar,Gliscor,,207,2,height,11,20,,Physical Dimensions
Gligar,Gliscor,,207,2,weight,648,425,,Physical Dimensions
Snubbull,Granbull,,209,2,hp,60,90,,Combat Factors
Snubbull,Granbull,,209,2,attack,80,120,,Combat Factors
Snubbull,Granbull,,209,2,defense,50,75,,Combat Factors
Snubbull,Granbull,,209,2,special_attack,40,60,,Combat Factors
Snubbull,Granbull,,209,2,special_defense,40,60,,Combat Factors
Snubbull,Granbull,,209,2,speed,30,45,,Combat Factors
Snubbull,Granbull,,209,2,height,6,14,,Physical Dimensions
Snubbull,Granbull,,209,2,weight,78,487,,Physical Dimensions
Qwilfish,Overqwil,,211,2,hp,65,85,,Combat Factors
Qwilfish,Overqwil,,211,2,attack,95,115,,Combat Factors
Qwilfish,Overqwil,,211,2,defense,85,95,,Combat Factors
Qwilfish,Overqwil,,211,2,special_attack,55,65,,Combat Factors
Qwilfish,Overqwil,,211,2,special_defense,55,65,,Combat Factors
Qwilfish,Overqwil,,211,2,speed,85,85,,Combat Factors
Qwilfish,Overqwil,,211,2,height,5,25,,Physical Dimensions
Qwilfish,Overqwil,,211,2,weight,39,605,,Physical Dimensions
Shuckle,,,213,2,hp,20,,,Combat Factors
Shuckle,,,213,2,attack,10,,,Combat Factors
Shuckle,,,213,2,defense,230,,,Combat Factors
Shuckle,,,213,2,special_attack,10,,,Combat Factors
Shuckle,,,213,2,special_defense,230,,,Combat Factors
Shuckle,,,213,2,speed,5,,,Combat Factors
Shuckle,,,213,2,height,6,,,Physical Dimensions
Shuckle,,,213,2,weight,205,,,Physical Dimensions
Heracross,,,214,2,hp,80,,,Combat Factors
Heracross,,,214,2,attack,125,,,Combat Factors
Heracross,,,214,2,defense,75,,,Combat Factors
Heracross,,,214,2,special_attack,40,,,Combat Factors
Heracross,,,214,2,special_defense,95,,,Combat Factors
Heracross,,,214,2,speed,85,,,Combat Factors
Heracross,,,214,2,height,15,,,Physical Dimensions
Heracross,,,214,2,weight,540,,,Physical Dimensions
Sneasel,Weavile,,215,2,hp,55,70,,Combat Factors
Sneasel,Weavile,,215,2,attack,95,120,,Combat Factors
Sneasel,Weavile,,215,2,defense,55,65,,Combat Factors
Sneasel,Weavile,,215,2,special_attack,35,45,,Combat Factors
Sneasel,Weavile,,215,2,special_defense,75,85,,Combat Factors
Sneasel,Weavile,,215,2,speed,115,125,,Combat Factors
Sneasel,Weavile,,215,2,height,9,11,,Physical Dimensions
Sneasel,Weavile,,215,2,weight,280,340,,Physical Dimensions
Sneasel,Sneasler,,215,2,hp,55,80,,Combat Factors
Sneasel,Sneasler,,215,2,attack,95,130,,Combat Factors
Sneasel,Sneasler,,215,2,defense,55,60,,Combat Factors
Sneasel,Sneasler,,215,2,special_attack,35,40,,Combat Factors
Sneasel,Sneasler,,215,2,special_defense,75,80,,Combat Factors
Sneasel,Sneasler,,215,2,speed,115,120,,Combat Factors
Sneasel,Sneasler,,215,2,height,9,13,,Physical Dimensions
Sneasel,Sneasler,,215,2,weight,280,430,,Physical Dimensions
Teddiursa,Ursaring,Ursaluna,216,2,hp,60,90,130,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,attack,80,130,140,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,defense,50,75,105,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,special_attack,50,75,45,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,special_defense,50,75,80,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,speed,40,55,50,Combat Factors
Teddiursa,Ursaring,Ursaluna,216,2,height,6,18,24,Physical Dimensions
Teddiursa,Ursaring,Ursaluna,216,2,weight,88,1258,2900,Physical Dimensions
Slugma,Magcargo,,218,2,hp,40,60,,Combat Factors
Slugma,Magcargo,,218,2,attack,40,50,,Combat Factors
Slugma,Magcargo,,218,2,defense,40,120,,Combat Factors
Slugma,Magcargo,,218,2,special_attack,70,90,,Combat Factors
Slugma,Magcargo,,218,2,special_defense,40,80,,Combat Factors
Slugma,Magcargo,,218,2,speed,20,30,,Combat Factors
Slugma,Magcargo,,218,2,height,7,8,,Physical Dimensions
Slugma,Magcargo,,218,2,weight,350,550,,Physical Dimensions
Swinub,Piloswine,Mamoswine,220,2,hp,50,100,110,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,attack,50,100,130,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,defense,40,80,80,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,special_attack,30,60,70,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,special_defense,30,60,60,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,speed,50,50,80,Combat Factors
Swinub,Piloswine,Mamoswine,220,2,height,4,11,25,Physical Dimensions
Swinub,Piloswine,Mamoswine,220,2,weight,65,558,2910,Physical Dimensions
Corsola,Cursola,,222,2,hp,65,60,,Combat Factors
Corsola,Cursola,,222,2,attack,55,95,,Combat Factors
Corsola,Cursola,,222,2,defense,95,50,,Combat Factors
Corsola,Cursola,,222,2,special_attack,65,145,,Combat Factors
Corsola,Cursola,,222,2,special_defense,95,130,,Combat Factors
Corsola,Cursola,,222,2,speed,35,30,,Combat Factors
Corsola,Cursola,,222,2,height,6,10,,Physical Dimensions
Corsola,Cursola,,222,2,weight,50,4,,Physical Dimensions
Remoraid,Octillery,,223,2,hp,35,75,,Combat Factors
Remoraid,Octillery,,223,2,attack,65,105,,Combat Factors
Remoraid,Octillery,,223,2,defense,35,75,,Combat Factors
Remoraid,Octillery,,223,2,special_attack,65,105,,Combat Factors
Remoraid,Octillery,,223,2,special_defense,35,75,,Combat Factors
Remoraid,Octillery,,223,2,speed,65,45,,Combat Factors
Remoraid,Octillery,,223,2,height,6,9,,Physical Dimensions
Remoraid,Octillery,,223,2,weight,120,285,,Physical Dimensions
Delibird,,,225,2,hp,45,,,Combat Factors
Delibird,,,225,2,attack,55,,,Combat Factors
Delibird,,,225,2,defense,45,,,Combat Factors
Delibird,,,225,2,special_attack,65,,,Combat Factors
Delibird,,,225,2,special_defense,45,,,Combat Factors
Delibird,,,225,2,speed,75,,,Combat Factors
Delibird,,,225,2,height,9,,,Physical Dimensions
Delibird,,,225,2,weight,160,,,Physical Dimensions
Mantyke,Mantine,,458,4,hp,45,85,,Combat Factors
Mantyke,Mantine,,458,4,attack,20,40,,Combat Factors
Mantyke,Mantine,,458,4,defense,50,70,,Combat Factors
Mantyke,Mantine,,458,4,special_attack,60,80,,Combat Factors
Mantyke,Mantine,,458,4,special_defense,120,140,,Combat Factors
Mantyke,Mantine,,458,4,speed,50,70,,Combat Factors
Mantyke,Mantine,,458,4,height,10,21,,Physical Dimensions
Mantyke,Mantine,,458,4,weight,650,2200,,Physical Dimensions
Skarmory,,,227,2,hp,65,,,Combat Factors
Skarmory,,,227,2,attack,80,,,Combat Factors
Skarmory,,,227,2,defense,140,,,Combat Factors
Skarmory,,,227,2,special_attack,40,,,Combat Factors
Skarmory,,,227,2,special_defense,70,,,Combat Factors
Skarmory,,,227,2,speed,70,,,Combat Factors
Skarmory,,,227,2,height,17,,,Physical Dimensions
Skarmory,,,227,2,weight,505,,,Physical Dimensions
Houndour,Houndoom,,228,2,hp,45,75,,Combat Factors
Houndour,Houndoom,,228,2,attack,60,90,,Combat Factors
Houndour,Houndoom,,228,2,defense,30,50,,Combat Factors
Houndour,Houndoom,,228,2,special_attack,80,110,,Combat Factors
Houndour,Houndoom,,228,2,special_defense,50,80,,Combat Factors
Houndour,Houndoom,,228,2,speed,65,95,,Combat Factors
Houndour,Houndoom,,228,2,height,6,14,,Physical Dimensions
Houndour,Houndoom,,228,2,weight,108,350,,Physical Dimensions
Phanpy,Donphan,,231,2,hp,90,90,,Combat Factors
Phanpy,Donphan,,231,2,attack,60,120,,Combat Factors
Phanpy,Donphan,,231,2,defense,60,120,,Combat Factors
Phanpy,Donphan,,231,2,special_attack,40,60,,Combat Factors
Phanpy,Donphan,,231,2,special_defense,40,60,,Combat Factors
Phanpy,Donphan,,231,2,speed,40,50,,Combat Factors
Phanpy,Donphan,,231,2,height,5,11,,Physical Dimensions
Phanpy,Donphan,,231,2,weight,335,1200,,Physical Dimensions
Stantler,Wyrdeer,,234,2,hp,73,103,,Combat Factors
Stantler,Wyrdeer,,234,2,attack,95,105,,Combat Factors
Stantler,Wyrdeer,,234,2,defense,62,72,,Combat Factors
Stantler,Wyrdeer,,234,2,special_attack,85,105,,Combat Factors
Stantler,Wyrdeer,,234,2,special_defense,65,75,,Combat Factors
Stantler,Wyrdeer,,234,2,speed,85,65,,Combat Factors
Stantler,Wyrdeer,,234,2,height,14,18,,Physical Dimensions
Stantler,Wyrdeer,,234,2,weight,712,951,,Physical Dimensions
Smeargle,,,235,2,hp,55,,,Combat Factors
Smeargle,,,235,2,attack,20,,,Combat Factors
Smeargle,,,235,2,defense,35,,,Combat Factors
Smeargle,,,235,2,special_attack,20,,,Combat Factors
Smeargle,,,235,2,special_defense,45,,,Combat Factors
Smeargle,,,235,2,speed,75,,,Combat Factors
Smeargle,,,235,2,height,12,,,Physical Dimensions
Smeargle,,,235,2,weight,580,,,Physical Dimensions
Miltank,,,241,2,hp,95,,,Combat Factors
Miltank,,,241,2,attack,80,,,Combat Factors
Miltank,,,241,2,defense,105,,,Combat Factors
Miltank,,,241,2,special_attack,40,,,Combat Factors
Miltank,,,241,2,special_defense,70,,,Combat Factors
Miltank,,,241,2,speed,100,,,Combat Factors
Miltank,,,241,2,height,12,,,Physical Dimensions
Miltank,,,241,2,weight,755,,,Physical Dimensions
Raikou,,,243,2,hp,90,,,Combat Factors
Raikou,,,243,2,attack,85,,,Combat Factors
Raikou,,,243,2,defense,75,,,Combat Factors
Raikou,,,243,2,special_attack,115,,,Combat Factors
Raikou,,,243,2,special_defense,100,,,Combat Factors
Raikou,,,243,2,speed,115,,,Combat Factors
Raikou,,,243,2,height,19,,,Physical Dimensions
Raikou,,,243,2,weight,1780,,,Physical Dimensions
Entei,,,244,2,hp,115,,,Combat Factors
Entei,,,244,2,attack,115,,,Combat Factors
Entei,,,244,2,defense,85,,,Combat Factors
Entei,,,244,2,special_attack,90,,,Combat Factors
Entei,,,244,2,special_defense,75,,,Combat Factors
Entei,,,244,2,speed,100,,,Combat Factors
Entei,,,244,2,height,21,,,Physical Dimensions
Entei,,,244,2,weight,1980,,,Physical Dimensions
Suicune,,,245,2,hp,100,,,Combat Factors
Suicune,,,245,2,attack,75,,,Combat Factors
Suicune,,,245,2,defense,115,,,Combat Factors
Suicune,,,245,2,special_attack,90,,,Combat Factors
Suicune,,,245,2,special_defense,115,,,Combat Factors
Suicune,,,245,2,speed,85,,,Combat Factors
Suicune,,,245,2,height,20,,,Physical Dimensions
Suicune,,,245,2,weight,1870,,,Physical Dimensions
Larvitar,Pupitar,Tyranitar,246,2,hp,50,70,100,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,attack,64,84,134,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,defense,50,70,110,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,special_attack,45,65,95,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,special_defense,50,70,100,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,speed,41,51,61,Combat Factors
Larvitar,Pupitar,Tyranitar,246,2,height,6,12,20,Physical Dimensions
Larvitar,Pupitar,Tyranitar,246,2,weight,720,1520,2020,Physical Dimensions
Lugia,,,249,2,hp,106,,,Combat Factors
Lugia,,,249,2,attack,90,,,Combat Factors
Lugia,,,249,2,defense,130,,,Combat Factors
Lugia,,,249,2,special_attack,90,,,Combat Factors
Lugia,,,249,2,special_defense,154,,,Combat Factors
Lugia,,,249,2,speed,110,,,Combat Factors
Lugia,,,249,2,height,52,,,Physical Dimensions
Lugia,,,249,2,weight,2160,,,Physical Dimensions
Ho-Oh,,,250,2,hp,106,,,Combat Factors
Ho-Oh,,,250,2,attack,130,,,Combat Factors
Ho-Oh,,,250,2,defense,90,,,Combat Factors
Ho-Oh,,,250,2,special_attack,110,,,Combat Factors
Ho-Oh,,,250,2,special_defense,154,,,Combat Factors
Ho-Oh,,,250,2,speed,90,,,Combat Factors
Ho-Oh,,,250,2,height,38,,,Physical Dimensions
Ho-Oh,,,250,2,weight,1990,,,Physical Dimensions
Celebi,,,251,2,hp,100,,,Combat Factors
Celebi,,,251,2,attack,100,,,Combat Factors
Celebi,,,251,2,defense,100,,,Combat Factors
Celebi,,,251,2,special_attack,100,,,Combat Factors
Celebi,,,251,2,special_defense,100,,,Combat Factors
Celebi,,,251,2,speed,100,,,Combat Factors
Celebi,,,251,2,height,6,,,Physical Dimensions
Celebi,,,251,2,weight,50,,,Physical Dimensions
Treecko,Grovyle,Sceptile,252,3,hp,40,50,70,Combat Factors
Treecko,Grovyle,Sceptile,252,3,attack,45,65,85,Combat Factors
Treecko,Grovyle,Sceptile,252,3,defense,35,45,65,Combat Factors
Treecko,Grovyle,Sceptile,252,3,special_attack,65,85,105,Combat Factors
Treecko,Grovyle,Sceptile,252,3,special_defense,55,65,85,Combat Factors
Treecko,Grovyle,Sceptile,252,3,speed,70,95,120,Combat Factors
Treecko,Grovyle,Sceptile,252,3,height,5,9,17,Physical Dimensions
Treecko,Grovyle,Sceptile,252,3,weight,50,216,522,Physical Dimensions
Torchic,Combusken,Blaziken,255,3,hp,45,60,80,Combat Factors
Torchic,Combusken,Blaziken,255,3,attack,60,85,120,Combat Factors
Torchic,Combusken,Blaziken,255,3,defense,40,60,70,Combat Factors
Torchic,Combusken,Blaziken,255,3,special_attack,70,85,110,Combat Factors
Torchic,Combusken,Blaziken,255,3,special_defense,50,60,70,Combat Factors
Torchic,Combusken,Blaziken,255,3,speed,45,55,80,Combat Factors
Torchic,Combusken,Blaziken,255,3,height,4,9,19,Physical Dimensions
Torchic,Combusken,Blaziken,255,3,weight,25,195,520,Physical Dimensions
Mudkip,Marshtomp,Swampert,258,3,hp,50,70,100,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,attack,70,85,110,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,defense,50,70,90,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,special_attack,50,60,85,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,special_defense,50,70,90,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,speed,40,50,60,Combat Factors
Mudkip,Marshtomp,Swampert,258,3,height,4,7,15,Physical Dimensions
Mudkip,Marshtomp,Swampert,258,3,weight,76,280,819,Physical Dimensions
Poochyena,Mightyena,,261,3,hp,35,70,,Combat Factors
Poochyena,Mightyena,,261,3,attack,55,90,,Combat Factors
Poochyena,Mightyena,,261,3,defense,35,70,,Combat Factors
Poochyena,Mightyena,,261,3,special_attack,30,60,,Combat Factors
Poochyena,Mightyena,,261,3,special_defense,30,60,,Combat Factors
Poochyena,Mightyena,,261,3,speed,35,70,,Combat Factors
Poochyena,Mightyena,,261,3,height,5,10,,Physical Dimensions
Poochyena,Mightyena,,261,3,weight,136,370,,Physical Dimensions
Zigzagoon,Linoone,Obstagoon,263,3,hp,38,78,93,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,attack,30,70,90,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,defense,41,61,101,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,special_attack,30,50,60,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,special_defense,41,61,81,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,speed,60,100,95,Combat Factors
Zigzagoon,Linoone,Obstagoon,263,3,height,4,5,16,Physical Dimensions
Zigzagoon,Linoone,Obstagoon,263,3,weight,175,325,460,Physical Dimensions
Wurmple,Silcoon,Beautifly,265,3,hp,45,50,60,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,attack,45,35,70,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,defense,35,55,50,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,special_attack,20,25,100,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,special_defense,30,25,50,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,speed,20,15,65,Combat Factors
Wurmple,Silcoon,Beautifly,265,3,height,3,6,10,Physical Dimensions
Wurmple,Silcoon,Beautifly,265,3,weight,36,100,284,Physical Dimensions
Wurmple,Cascoon,Dustox,265,3,hp,45,50,60,Combat Factors
Wurmple,Cascoon,Dustox,265,3,attack,45,35,50,Combat Factors
Wurmple,Cascoon,Dustox,265,3,defense,35,55,70,Combat Factors
Wurmple,Cascoon,Dustox,265,3,special_attack,20,25,50,Combat Factors
Wurmple,Cascoon,Dustox,265,3,special_defense,30,25,90,Combat Factors
Wurmple,Cascoon,Dustox,265,3,speed,20,15,65,Combat Factors
Wurmple,Cascoon,Dustox,265,3,height,3,7,12,Physical Dimensions
Wurmple,Cascoon,Dustox,265,3,weight,36,115,316,Physical Dimensions
Lotad,Lombre,Ludicolo,270,3,hp,40,60,80,Combat Factors
Lotad,Lombre,Ludicolo,270,3,attack,30,50,70,Combat Factors
Lotad,Lombre,Ludicolo,270,3,defense,30,50,70,Combat Factors
Lotad,Lombre,Ludicolo,270,3,special_attack,40,60,90,Combat Factors
Lotad,Lombre,Ludicolo,270,3,special_defense,50,70,100,Combat Factors
Lotad,Lombre,Ludicolo,270,3,speed,30,50,70,Combat Factors
Lotad,Lombre,Ludicolo,270,3,height,5,12,15,Physical Dimensions
Lotad,Lombre,Ludicolo,270,3,weight,26,325,550,Physical Dimensions
Seedot,Nuzleaf,Shiftry,273,3,hp,40,70,90,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,attack,40,70,100,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,defense,50,40,60,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,special_attack,30,60,90,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,special_defense,30,40,60,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,speed,30,60,80,Combat Factors
Seedot,Nuzleaf,Shiftry,273,3,height,5,10,13,Physical Dimensions
Seedot,Nuzleaf,Shiftry,273,3,weight,40,280,596,Physical Dimensions
Taillow,Swellow,,276,3,hp,40,60,,Combat Factors
Taillow,Swellow,,276,3,attack,55,85,,Combat Factors
Taillow,Swellow,,276,3,defense,30,60,,Combat Factors
Taillow,Swellow,,276,3,special_attack,30,75,,Combat Factors
Taillow,Swellow,,276,3,special_defense,30,50,,Combat Factors
Taillow,Swellow,,276,3,speed,85,125,,Combat Factors
Taillow,Swellow,,276,3,height,3,7,,Physical Dimensions
Taillow,Swellow,,276,3,weight,23,198,,Physical Dimensions
Wingull,Pelipper,,278,3,hp,40,60,,Combat Factors
Wingull,Pelipper,,278,3,attack,30,50,,Combat Factors
Wingull,Pelipper,,278,3,defense,30,100,,Combat Factors
Wingull,Pelipper,,278,3,special_attack,55,95,,Combat Factors
Wingull,Pelipper,,278,3,special_defense,30,70,,Combat Factors
Wingull,Pelipper,,278,3,speed,85,65,,Combat Factors
Wingull,Pelipper,,278,3,height,6,12,,Physical Dimensions
Wingull,Pelipper,,278,3,weight,95,280,,Physical Dimensions
Ralts,Kirlia,Gardevoir,280,3,hp,28,38,68,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,attack,25,35,65,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,defense,25,35,65,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,special_attack,45,65,125,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,special_defense,35,55,115,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,speed,40,50,80,Combat Factors
Ralts,Kirlia,Gardevoir,280,3,height,4,8,16,Physical Dimensions
Ralts,Kirlia,Gardevoir,280,3,weight,66,202,484,Physical Dimensions
Ralts,Kirlia,Gallade,280,3,hp,28,38,68,Combat Factors
Ralts,Kirlia,Gallade,280,3,attack,25,35,125,Combat Factors
Ralts,Kirlia,Gallade,280,3,defense,25,35,65,Combat Factors
Ralts,Kirlia,Gallade,280,3,special_attack,45,65,65,Combat Factors
Ralts,Kirlia,Gallade,280,3,special_defense,35,55,115,Combat Factors
Ralts,Kirlia,Gallade,280,3,speed,40,50,80,Combat Factors
Ralts,Kirlia,Gallade,280,3,height,4,8,16,Physical Dimensions
Ralts,Kirlia,Gallade,280,3,weight,66,202,520,Physical Dimensions
Surskit,Masquerain,,283,3,hp,40,70,,Combat Factors
Surskit,Masquerain,,283,3,attack,30,60,,Combat Factors
Surskit,Masquerain,,283,3,defense,32,62,,Combat Factors
Surskit,Masquerain,,283,3,special_attack,50,100,,Combat Factors
Surskit,Masquerain,,283,3,special_defense,52,82,,Combat Factors
Surskit,Masquerain,,283,3,speed,65,80,,Combat Factors
Surskit,Masquerain,,283,3,height,5,8,,Physical Dimensions
Surskit,Masquerain,,283,3,weight,17,36,,Physical Dimensions
Shroomish,Breloom,,285,3,hp,60,60,,Combat Factors
Shroomish,Breloom,,285,3,attack,40,130,,Combat Factors
Shroomish,Breloom,,285,3,defense,60,80,,Combat Factors
Shroomish,Breloom,,285,3,special_attack,40,60,,Combat Factors
Shroomish,Breloom,,285,3,special_defense,60,60,,Combat Factors
Shroomish,Breloom,,285,3,speed,35,70,,Combat Factors
Shroomish,Breloom,,285,3,height,4,12,,Physical Dimensions
Shroomish,Breloom,,285,3,weight,45,392,,Physical Dimensions
Slakoth,Vigoroth,Slaking,287,3,hp,60,80,150,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,attack,60,80,160,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,defense,60,80,100,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,special_attack,35,55,95,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,special_defense,35,55,65,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,speed,30,90,100,Combat Factors
Slakoth,Vigoroth,Slaking,287,3,height,8,14,20,Physical Dimensions
Slakoth,Vigoroth,Slaking,287,3,weight,240,465,1305,Physical Dimensions
Nincada,Ninjask,,290,3,hp,31,61,,Combat Factors
Nincada,Ninjask,,290,3,attack,45,90,,Combat Factors
Nincada,Ninjask,,290,3,defense,90,45,,Combat Factors
Nincada,Ninjask,,290,3,special_attack,30,50,,Combat Factors
Nincada,Ninjask,,290,3,special_defense,30,50,,Combat Factors
Nincada,Ninjask,,290,3,speed,40,160,,Combat Factors
Nincada,Ninjask,,290,3,height,5,8,,Physical Dimensions
Nincada,Ninjask,,290,3,weight,55,120,,Physical Dimensions
Nincada,Shedinja,,290,3,hp,31,1,,Combat Factors
Nincada,Shedinja,,290,3,attack,45,90,,Combat Factors
Nincada,Shedinja,,290,3,defense,90,45,,Combat Factors
Nincada,Shedinja,,290,3,special_attack,30,30,,Combat Factors
Nincada,Shedinja,,290,3,special_defense,30,30,,Combat Factors
Nincada,Shedinja,,290,3,speed,40,40,,Combat Factors
Nincada,Shedinja,,290,3,height,5,8,,Physical Dimensions
Nincada,Shedinja,,290,3,weight,55,12,,Physical Dimensions
Whismur,Loudred,Exploud,293,3,hp,64,84,104,Combat Factors
Whismur,Loudred,Exploud,293,3,attack,51,71,91,Combat Factors
Whismur,Loudred,Exploud,293,3,defense,23,43,63,Combat Factors
Whismur,Loudred,Exploud,293,3,special_attack,51,71,91,Combat Factors
Whismur,Loudred,Exploud,293,3,special_defense,23,43,73,Combat Factors
Whismur,Loudred,Exploud,293,3,speed,28,48,68,Combat Factors
Whismur,Loudred,Exploud,293,3,height,6,10,15,Physical Dimensions
Whismur,Loudred,Exploud,293,3,weight,163,405,840,Physical Dimensions
Makuhita,Hariyama,,296,3,hp,72,144,,Combat Factors
Makuhita,Hariyama,,296,3,attack,60,120,,Combat Factors
Makuhita,Hariyama,,296,3,defense,30,60,,Combat Factors
Makuhita,Hariyama,,296,3,special_attack,20,40,,Combat Factors
Makuhita,Hariyama,,296,3,special_defense,30,60,,Combat Factors
Makuhita,Hariyama,,296,3,speed,25,50,,Combat Factors
Makuhita,Hariyama,,296,3,height,10,23,,Physical Dimensions
Makuhita,Hariyama,,296,3,weight,864,2538,,Physical Dimensions
Nosepass,Probopass,,299,3,hp,30,60,,Combat Factors
Nosepass,Probopass,,299,3,attack,45,55,,Combat Factors
Nosepass,Probopass,,299,3,defense,135,145,,Combat Factors
Nosepass,Probopass,,299,3,special_attack,45,75,,Combat Factors
Nosepass,Probopass,,299,3,special_defense,90,150,,Combat Factors
Nosepass,Probopass,,299,3,speed,30,40,,Combat Factors
Nosepass,Probopass,,299,3,height,10,14,,Physical Dimensions
Nosepass,Probopass,,299,3,weight,970,3400,,Physical Dimensions
Skitty,Delcatty,,300,3,hp,50,70,,Combat Factors
Skitty,Delcatty,,300,3,attack,45,65,,Combat Factors
Skitty,Delcatty,,300,3,defense,45,65,,Combat Factors
Skitty,Delcatty,,300,3,special_attack,35,55,,Combat Factors
Skitty,Delcatty,,300,3,special_defense,35,55,,Combat Factors
Skitty,Delcatty,,300,3,speed,50,90,,Combat Factors
Skitty,Delcatty,,300,3,height,6,11,,Physical Dimensions
Skitty,Delcatty,,300,3,weight,110,326,,Physical Dimensions
Sableye,,,302,3,hp,50,,,Combat Factors
Sableye,,,302,3,attack,75,,,Combat Factors
Sableye,,,302,3,defense,75,,,Combat Factors
Sableye,,,302,3,special_attack,65,,,Combat Factors
Sableye,,,302,3,special_defense,65,,,Combat Factors
Sableye,,,302,3,speed,50,,,Combat Factors
Sableye,,,302,3,height,5,,,Physical Dimensions
Sableye,,,302,3,weight,110,,,Physical Dimensions
Mawile,,,303,3,hp,50,,,Combat Factors
Mawile,,,303,3,attack,85,,,Combat Factors
Mawile,,,303,3,defense,85,,,Combat Factors
Mawile,,,303,3,special_attack,55,,,Combat Factors
Mawile,,,303,3,special_defense,55,,,Combat Factors
Mawile,,,303,3,speed,50,,,Combat Factors
Mawile,,,303,3,height,6,,,Physical Dimensions
Mawile,,,303,3,weight,115,,,Physical Dimensions
Aron,Lairon,Aggron,304,3,hp,50,60,70,Combat Factors
Aron,Lairon,Aggron,304,3,attack,70,90,110,Combat Factors
Aron,Lairon,Aggron,304,3,defense,100,140,180,Combat Factors
